,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
126,17_ced85_default.xml,9,7,Ø,4.96,1.03,95.03,4.6,1.02,1.48,98.51,868,4,1,4,873,876
127,161.xml,2,2,Ø,3.57,0.61,96.42,3.57,0.61,0.61,99.38,322,0,2,0,324,322
128,2012918.xml,23,11,Ø,8.08,2.51,91.91,6.61,2.49,3.88,96.11,899,13,4,6,916,918
130,78_3ccff_default.xml,13,17,Ø,9.82,1.15,90.17,8.38,1.15,1.42,98.57,1114,3,7,3,1124,1120
131,61_b0375_default.xml,21,22,Ø,12.57,1.84,87.42,10.57,1.82,2.09,97.9,1129,3,8,10,1140,1142
132,38.xml,10,9,Ø,8.49,1.68,91.5,8.01,1.68,2.84,97.15,585,7,0,3,592,595
133,111.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,335,0,0,0,335,335
134,91.xml,2,2,Ø,1.25,0.24,98.74,1.25,0.24,0.24,99.75,810,0,2,0,812,810
135,75_91fbf_default.xml,16,18,614,10.22,1.4,89.77,9.37,1.39,1.57,98.42,1128,2,7,7,1137,1137
136,2012943.xml,24,15,Ø,6.35,1.63,93.64,5.5,1.62,2.9,97.09,1449,19,4,1,1472,1469
137,38_21492_default.xml,33,31,Ø,16.84,2.6,83.15,15.48,2.59,3.37,96.62,1241,10,18,5,1269,1256
139,2012895.xml,42,10,Ø,5.91,3.73,94.08,5.32,3.71,6.13,93.86,1089,28,6,8,1123,1125
140,43.xml,4,5,404,3.44,0.5,96.55,3.1,0.5,0.5,99.49,791,0,2,2,793,793
141,31_6add3_default.xml,2,2,121,4.16,0.66,95.83,4.16,0.65,0.65,99.34,302,0,1,1,303,303
142,64_c564d_default.xml,21,20,Ø,11.29,1.83,88.7,10.73,1.82,2.6,97.39,1129,9,5,7,1143,1145
143,2012979.xml,15,15,Ø,6.52,1.03,93.47,5.21,1.03,1.3,98.69,1437,4,2,9,1443,1450
144,77_6fdbc_default.xml,40,32,959,18.93,3.75,81.06,16.56,3.69,4.45,95.54,1042,8,16,16,1066,1066
145,5_303bf_default.xml,8,15,Ø,10.2,0.88,89.79,7.82,0.88,0.99,99.0,893,1,7,0,901,894
146,2012982.xml,5,7,271,2.99,0.32,97.0,2.56,0.32,0.51,99.48,1544,3,1,1,1548,1548
147,78.xml,6,6,466,5.26,0.97,94.73,5.26,0.96,1.61,98.38,613,4,1,1,618,618
148,107.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,345,0,0,0,345,345
149,2012919.xml,92,53,Ø,28.64,7.33,71.35,21.08,7.04,8.96,91.03,1214,25,16,51,1255,1290
150,80.xml,2,1,340,0.79,0.29,99.2,0.79,0.29,0.29,99.7,675,0,1,1,676,676
152,2_2a0e6_default.xml,67,21,Ø,52.5,25.67,47.5,42.5,25.47,34.87,65.12,196,28,37,2,261,226
153,4_3fb60_default.xml,11,13,Ø,11.01,1.47,88.98,8.89,1.46,2.0,97.99,738,4,6,1,748,743
154,41_7c437_default.xml,29,27,Ø,14.06,2.16,85.93,12.23,2.15,2.75,97.24,1316,8,15,6,1339,1330
155,18_0f91d_default.xml,63,59,Ø,29.94,4.76,70.05,26.64,4.68,5.52,94.47,1283,11,29,23,1323,1317
158,40_4beb9_default.xml,26,26,Ø,13.61,1.99,86.38,12.56,1.98,2.52,97.47,1284,7,14,5,1305,1296
159,47.xml,12,9,Ø,7.19,1.94,92.8,7.19,1.93,2.73,97.26,608,5,5,2,618,615
160,63.xml,6,5,Ø,4.13,0.95,95.86,3.71,0.95,0.95,99.04,622,0,5,1,627,623
