,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
93,2012887.xml,16,11,Ø,8.52,1.9,91.47,7.75,1.9,2.61,97.38,826,6,7,3,839,835
94,2012932.xml,16,14,Ø,6.39,1.21,93.6,5.7,1.21,1.96,98.03,1306,10,6,0,1322,1316
95,2012914.xml,23,19,Ø,9.22,1.73,90.77,8.0,1.72,2.76,97.23,1309,14,6,3,1329,1326
96,204_89ed9_default.xml,43,36,Ø,18.75,3.42,81.25,16.66,3.42,5.45,94.54,1212,26,16,1,1254,1239
97,2012998.xml,5,6,Ø,2.41,0.31,97.58,2.21,0.31,0.43,99.56,1606,2,2,1,1610,1609
98,2012927.xml,6,9,Ø,3.82,0.41,96.17,3.19,0.41,0.48,99.51,1431,1,3,2,1435,1434
99,2012899.xml,1,1,Ø,0.53,0.08,99.46,0.53,0.08,0.08,99.91,1166,0,1,0,1167,1166
100,5_a1010_default.xml,26,9,Ø,4.89,2.23,95.1,4.61,2.23,3.83,96.16,1138,19,5,2,1162,1159
101,2012894.xml,44,15,Ø,7.81,3.68,92.18,7.29,3.66,5.95,94.04,1155,28,12,4,1195,1187
102,2012922.xml,53,18,Ø,8.07,3.46,91.92,7.17,3.45,6.36,93.63,1480,46,3,4,1529,1530
103,2012965.xml,14,6,Ø,2.46,0.89,97.53,2.26,0.89,1.59,98.4,1547,11,2,1,1560,1559
105,2012973.xml,34,18,Ø,7.4,2.13,92.59,6.17,2.13,3.67,96.32,1562,25,3,6,1590,1593
106,2012999.xml,19,17,Ø,7.26,1.3,92.73,5.98,1.3,1.78,98.21,1440,7,7,5,1454,1452
107,2012979.xml,19,18,Ø,7.43,1.25,92.56,6.4,1.24,1.76,98.23,1505,8,3,8,1516,1521
108,2012929.xml,14,14,Ø,7.32,1.13,92.67,6.02,1.13,1.61,98.38,1220,6,6,2,1232,1228
109,2012920.xml,20,20,Ø,8.58,1.35,91.41,7.29,1.35,2.09,97.9,1456,11,6,3,1473,1470
110,2012906.xml,4,6,Ø,3.55,0.34,96.44,2.95,0.34,0.43,99.56,1144,1,1,2,1146,1147
111,284_bb953_default.xml,27,8,Ø,3.25,1.76,96.74,2.84,1.75,3.1,96.89,1511,21,1,5,1533,1537
112,2012938.xml,21,13,Ø,5.11,1.33,94.88,4.72,1.33,2.15,97.84,1550,13,6,2,1569,1565
113,486_8a0e8_default.xml,22,16,844,7.96,1.57,92.03,6.96,1.57,2.7,97.29,1375,16,3,3,1394,1394
114,2012975.xml,45,21,696,10.29,3.23,89.7,8.82,3.22,5.67,94.32,1350,35,5,5,1390,1390
115,2012921.xml,56,18,Ø,8.33,3.87,91.66,7.17,3.84,6.78,93.21,1399,44,3,9,1446,1452
116,2012961.xml,7,4,Ø,1.78,0.46,98.21,1.78,0.46,0.72,99.27,1512,4,3,0,1519,1516
117,2013288.xml,14,19,Ø,7.56,0.87,92.43,6.17,0.87,1.06,98.93,1585,3,4,7,1592,1595
118,2012902.xml,13,13,Ø,6.91,1.09,93.08,6.64,1.09,1.68,98.31,1173,7,5,1,1185,1181
119,2012952.xml,16,10,966,4.11,1.02,95.88,3.49,1.02,1.78,98.21,1544,12,2,2,1558,1558
120,2012931.xml,16,12,Ø,4.66,1.02,95.33,4.28,1.02,1.79,98.2,1540,12,3,1,1555,1553
121,2012918.xml,24,11,Ø,7.69,2.53,92.3,6.29,2.52,3.87,96.12,928,13,4,7,945,948
122,4_6c6d2_default.xml,6,5,Ø,3.9,0.71,96.09,3.9,0.71,0.95,99.04,835,2,4,0,841,837
123,page_102.xml,10,11,Ø,8.73,1.27,91.26,7.53,1.26,1.64,98.35,778,3,6,1,787,782
124,2012946.xml,12,9,Ø,3.7,0.77,96.29,3.08,0.77,1.15,98.84,1541,6,4,2,1551,1549
125,2012976.xml,19,12,Ø,5.12,1.31,94.87,4.27,1.31,1.92,98.07,1431,9,7,3,1447,1443
