,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
54,2012966.xml,2,1,Ø,0.42,0.13,99.57,0.42,0.13,0.19,99.8,1513,1,0,1,1514,1515
55,page_106.xml,2,2,Ø,1.69,0.25,98.3,1.69,0.25,0.38,99.61,772,1,0,1,773,774
56,2012898.xml,22,13,Ø,7.73,1.95,92.26,7.14,1.93,2.81,97.18,1113,10,2,10,1125,1133
57,62_cadb9_default.xml,64,38,Ø,17.11,4.42,82.88,15.09,4.34,6.46,93.53,1410,32,3,29,1445,1471
58,2012896.xml,14,4,Ø,2.5,1.24,97.5,2.5,1.23,2.02,97.97,1117,9,0,5,1126,1131
59,21301657.xml,62,46,Ø,13.29,2.62,86.7,12.42,2.61,4.39,95.6,2308,43,11,8,2362,2359
60,2012951.xml,2,4,Ø,1.79,0.13,98.2,1.34,0.13,0.13,99.86,1477,0,2,0,1479,1477
61,190_17c09_default.xml,24,21,1032,9.85,1.65,90.14,9.62,1.64,2.46,97.53,1431,12,6,6,1449,1449
62,v2_bsb11203740_00025_full_full_0_default.xml,40,43,Ø,7.26,1.04,92.73,6.67,1.03,1.63,98.36,3814,23,6,11,3843,3848
63,2012934.xml,2,2,2,0.94,0.14,99.05,0.94,0.14,0.29,99.7,1374,2,0,0,1376,1376
64,2012982.xml,1,2,Ø,0.85,0.06,99.14,0.64,0.06,0.06,99.93,1561,0,0,1,1561,1562
66,2012960.xml,6,4,Ø,1.77,0.4,98.22,1.77,0.4,0.67,99.32,1473,4,0,2,1477,1479
67,page_101.xml,8,5,Ø,4.06,1.03,95.93,3.65,1.02,1.53,98.46,770,4,0,4,774,778
68,6289387.xml,15,15,Ø,7.57,1.19,92.42,6.56,1.19,1.74,98.25,1241,7,2,6,1250,1254
69,2012940.xml,3,1,Ø,0.41,0.19,99.58,0.41,0.19,0.25,99.74,1547,1,0,2,1548,1550
