,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
238,Labe_1555_btv1b86095588_88.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1155,0,0,0,1155,1155
239,Apologia_1534_79_cd4a5_default.xml,1,1,Ø,0.61,0.08,99.38,0.61,0.08,0.08,99.91,1126,0,0,1,1126,1127
240,Tyard_1549_btv1b8617188p_36.xml,10,9,Ø,8.25,1.57,91.74,7.79,1.57,2.35,97.64,625,5,3,2,633,632
241,Guillet_1546_bpt6k3182270_90.xml,13,10,Ø,8.26,1.72,91.73,8.26,1.71,2.23,97.76,746,4,2,7,752,757
242,Tyard_1549_btv1b8617188p_21.xml,10,6,Ø,4.08,1.27,95.91,4.08,1.26,1.88,98.11,782,5,0,5,787,792
243,Ad_Sodales_1518_00000176.xml,7,7,Ø,4.51,0.72,95.48,4.19,0.72,0.82,99.17,960,1,4,2,965,963
244,Megander_Eph_page_104.xml,10,7,Ø,5.51,1.2,94.48,5.11,1.2,1.79,98.2,823,5,0,5,828,833
245,Montenay_btv1b8609568n_65.xml,5,5,Ø,8.47,1.47,91.52,8.47,1.47,2.06,97.93,334,2,2,1,338,337
246,desAutels_1550_bpt6k15272172_32.xml,1,1,1,0.69,0.11,99.3,0.69,0.11,0.23,99.76,834,1,0,0,835,835
247,Aphorismi_1519_0_2ba54_default.xml,5,5,Ø,7.04,0.99,92.95,6.33,0.98,1.38,98.61,501,2,1,2,504,505
248,Montenay_btv1b8609568n_203.xml,2,2,2,3.27,0.58,96.72,3.27,0.58,1.17,98.82,338,2,0,0,340,340
249,T_M_Daneau_1_Tim_C2_2012965.xml,5,3,Ø,1.23,0.31,98.76,1.02,0.31,0.44,99.55,1571,2,1,2,1574,1575
250,Magny_1553_bpt6k8711906g_69.xml,2,1,Ø,0.5,0.18,99.49,0.5,0.18,0.27,99.72,1101,1,0,1,1102,1103
251,Marquets_1562_bpt6k1521180m_40.xml,13,9,Ø,5.38,1.32,94.61,5.38,1.31,1.92,98.07,972,6,2,5,980,983
252,Sceve_1544_btv1b8609581h_59.xml,6,3,Ø,2.85,0.98,97.14,2.85,0.97,1.46,98.53,607,3,0,3,610,613
253,Montenay_btv1b8609568n_213.xml,6,5,235,8.92,1.69,91.07,8.92,1.69,2.8,97.19,349,4,1,1,354,354
254,Sceve_1544_btv1b8609581h_82.xml,26,14,Ø,9.27,2.84,90.72,9.27,2.81,4.3,95.69,899,14,0,12,913,925
255,Guillet_1546_bpt6k3182270_77.xml,11,8,Ø,7.01,1.61,92.98,6.57,1.61,2.19,97.8,672,4,4,3,680,679
256,Montenay_btv1b8609568n_43.xml,3,2,Ø,3.33,0.88,96.66,3.33,0.88,1.46,98.53,337,2,0,1,339,340
